MLBAMID,PlayerId,Name,Team,Age,Season,TBF,K%,Rk,IP,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1st%,30%,30c,30s,02%,02c,02s,02h,L/SO,S/SO,L/SO%,3pK,4pW,PAu,Pitu,Stru
543475,7593,Jordan Lyles,TEX,30,2021,769,0.18985696,619,180.0,771,2964,3.8443579766536966,1897,0.64,0.247,0.177,0.281,0.295,0.753,0.0,0.482,0.765,0.593,0.04539559014267185,35,23,0.24124513618677043,186,90,14,31,115,0.21232876712328766,18,12,0,0,0
543475,7593,Jordan Lyles,BAL,31,2022,774,0.18604651,570,179.0,775,2988,3.855483870967742,1893,0.634,0.27,0.16,0.2689999999999999,0.301,0.73,0.0,0.4629999999999999,0.7809999999999999,0.613,0.03741935483870968,29,19,0.2232258064516129,173,67,11,35,109,0.24305555555555555,20,10,0,0,0
543475,7593,Jordan Lyles,KCR,32,2023,748,0.16042781,575,177.2,748,2818,3.767379679144385,1779,0.632,0.238,0.153,0.285,0.324,0.762,0.0,0.481,0.799,0.599,0.040106951871657755,30,23,0.17780748663101603,133,60,6,30,90,0.25,12,7,0,0,0
656756,16511,Jordan Montgomery,NYY,28,2021,661,0.24508321,705,157.1,663,2569,3.874811463046757,1674,0.652,0.226,0.226,0.281,0.266,0.774,0.0,0.504,0.708,0.667,0.03770739064856712,25,16,0.30165912518853694,200,106,5,17,144,0.10559006211180125,35,9,0,0,0
656756,16511,Jordan Montgomery,- - -,29,2022,724,0.21823204,661,355.5,1456,5430,3.7293956043956045,3604,0.6636666666666667,0.23599999999999996,0.20633333333333329,0.27099999999999996,0.28733333333333333,0.7639999999999999,0.0,0.507,0.73,0.6496666666666666,0.0260989010989011,38,24,0.2980769230769231,434,240,16,78,238,0.2468354430379747,64,14,0,0,0
656756,16511,Jordan Montgomery,- - -,30,2023,777,0.21364221,659,376.4,1556,5836,3.7506426735218508,3748,0.642,0.25366666666666665,0.19766666666666663,0.24833333333333332,0.3,0.7463333333333333,0.0,0.4789999999999999,0.7353333333333333,0.643,0.030848329048843187,48,28,0.2467866323907455,384,198,16,74,258,0.22289156626506024,74,20,0,0,0
605447,16122,Jordan Romano,TOR,28,2021,253,0.33596838,885,63.0,253,1031,4.075098814229249,671,0.6509999999999999,0.235,0.243,0.31,0.212,0.765,0.0,0.498,0.682,0.6679999999999999,0.039525691699604744,10,7,0.3241106719367589,82,54,3,21,64,0.24705882352941178,12,3,0,0,0
605447,16122,Jordan Romano,TOR,29,2022,258,0.28294574,823,64.0,258,989,3.8333333333333335,675,0.6829999999999999,0.233,0.233,0.298,0.237,0.767,0.0,0.524,0.6970000000000001,0.69,0.050387596899224806,13,7,0.40310077519379844,104,52,4,13,60,0.1780821917808219,9,2,0,0,0
605447,16122,Jordan Romano,TOR,30,2023,248,0.29032258,807,59.0,248,915,3.689516129032258,600,0.6559999999999999,0.233,0.275,0.242,0.25,0.767,0.0,0.503,0.6409999999999999,0.585,0.056451612903225805,14,5,0.24193548387096775,60,34,1,12,60,0.16666666666666666,19,4,0,0,0
607179,13190,Jordan Weems,WSN,29,2022,166,0.24698795,1029,39.2,166,738,4.445783132530121,493,0.6679999999999999,0.183,0.201,0.387,0.2289999999999999,0.8170000000000001,0.0,0.546,0.754,0.5539999999999999,0.04216867469879518,7,3,0.3614457831325301,60,39,2,13,28,0.3170731707317073,9,3,0,0,0
607179,13190,Jordan Weems,WSN,30,2023,232,0.25862069,1015,54.2,232,921,3.9698275862068964,556,0.604,0.266,0.198,0.282,0.254,0.7340000000000001,0.0,0.4429999999999999,0.73,0.569,0.04310344827586207,10,4,0.1724137931034483,40,21,2,16,44,0.26666666666666666,7,1,0,0,0
696136,30094,Jordan Wicks,CHC,23,2023,147,0.16326531,1028,34.2,148,583,3.939189189189189,359,0.616,0.248,0.175,0.265,0.312,0.752,0.0,0.4629999999999999,0.767,0.534,0.04054054054054054,6,6,0.1891891891891892,28,13,1,4,20,0.16666666666666666,5,0,0,0,0
660896,19459,Jorge Alcalá,MIN,25,2021,229,0.26637555,14,59.2,229,869,3.7947598253275108,598,0.688,0.209,0.231,0.304,0.256,0.7909999999999999,0.0,0.544,0.708,0.6459999999999999,0.026200873362445413,6,5,0.36681222707423583,84,56,2,10,51,0.16393442622950818,14,0,0,0,0
669796,22318,Jose E. Hernandez,PIT,25,2023,223,0.27802691,398,50.2,223,868,3.89237668161435,558,0.644,0.294,0.206,0.253,0.247,0.706,0.0,0.4539999999999999,0.708,0.5870000000000001,0.053811659192825115,12,3,0.33183856502242154,74,47,4,11,51,0.1774193548387097,13,5,0,0,0
676596,20418,Josh Fleming,TBR,25,2021,448,0.14508929,328,104.1,448,1629,3.6361607142857144,1051,0.645,0.235,0.149,0.284,0.332,0.765,0.0,0.494,0.805,0.616,0.04017857142857143,18,11,0.19419642857142858,87,42,3,7,58,0.1076923076923077,11,2,0,0,0
676596,20418,Josh Fleming,TBR,26,2022,169,0.17159763,318,35.0,171,662,3.871345029239766,435,0.657,0.255,0.175,0.278,0.292,0.745,0.0,0.489,0.765,0.649,0.04093567251461988,7,5,0.2631578947368421,45,25,2,7,22,0.2413793103448276,6,1,0,0,0
676596,20418,Josh Fleming,TBR,27,2023,221,0.11312217,275,51.2,221,759,3.434389140271493,478,0.63,0.264,0.134,0.2319999999999999,0.37,0.736,0.0,0.4639999999999999,0.818,0.575,0.03619909502262444,8,5,0.15384615384615385,34,18,0,4,21,0.16,5,1,0,0,0
642028,18510,Josh Rogers,WSN,26,2021,151,0.14569536,881,35.2,151,533,3.5298013245033113,341,0.64,0.246,0.138,0.284,0.331,0.754,0.0,0.482,0.8170000000000001,0.636,0.059602649006622516,9,5,0.19205298013245034,29,13,3,6,16,0.2727272727272727,2,4,0,0,0
657031,17359,Josh Taylor,BOS,28,2021,209,0.28708134,1024,47.2,210,791,3.7666666666666666,502,0.635,0.221,0.265,0.2689999999999999,0.245,0.779,0.0,0.494,0.66,0.61,0.05714285714285714,12,5,0.2857142857142857,60,32,3,5,55,0.08333333333333333,10,4,0,0,0
458708,9388,Josh Tomlin,ATL,36,2021,218,0.16972477,1043,49.1,219,808,3.689497716894977,550,0.6809999999999999,0.2019999999999999,0.187,0.293,0.318,0.7979999999999999,0.0,0.5429999999999999,0.765,0.639,0.0136986301369863,3,2,0.2648401826484018,58,35,6,5,31,0.1388888888888889,10,1,0,0,0
680739,24606,Josh Winder,MIN,25,2022,287,0.16376307,1052,67.0,289,1114,3.8546712802768166,712,0.639,0.254,0.166,0.275,0.305,0.746,0.0,0.477,0.778,0.602,0.031141868512110725,9,7,0.2422145328719723,70,36,4,11,36,0.23404255319148937,4,2,0,0,0
680739,24606,Josh Winder,MIN,26,2023,147,0.19047619,1039,34.2,147,559,3.802721088435374,355,0.635,0.237,0.155,0.313,0.296,0.763,0.0,0.485,0.797,0.653,0.027210884353741496,4,0,0.23809523809523808,35,14,2,8,20,0.2857142857142857,3,4,0,0,0
680686,24580,Josiah Gray,- - -,23,2021,307,0.247557,406,140.4,616,2426,3.938311688311688,1544,0.6376666666666666,0.22866666666666666,0.26433333333333325,0.27699999999999997,0.23,0.7713333333333333,0.0,0.492,0.6566666666666666,0.6186666666666666,0.04220779220779221,26,14,0.29545454545454547,182,90,6,20,130,0.13333333333333333,32,6,0,0,0
680686,24580,Josiah Gray,WSN,24,2022,649,0.23728814,389,148.2,649,2597,4.001540832049306,1593,0.613,0.27,0.1969999999999999,0.2689999999999999,0.264,0.73,0.0,0.4479999999999999,0.73,0.578,0.05238828967642527,34,22,0.24499229583975346,159,70,2,31,123,0.2012987012987013,23,11,0,0,0
680686,24580,Josiah Gray,WSN,25,2023,698,0.20487106,348,159.0,702,2812,4.005698005698005,1724,0.613,0.243,0.198,0.288,0.27,0.757,0.0,0.4639999999999999,0.738,0.595,0.04985754985754986,35,16,0.24074074074074073,169,77,14,24,119,0.16783216783216784,17,18,0,0,0
621237,17780,José Alvarado,PHI,26,2021,251,0.27091633,26,55.2,252,1045,4.146825396825397,619,0.5920000000000001,0.3229999999999999,0.225,0.244,0.208,0.677,0.0,0.401,0.6679999999999999,0.508,0.0873015873015873,22,11,0.28174603174603174,71,47,5,12,56,0.17647058823529413,13,6,0,0,0
621237,17780,José Alvarado,PHI,27,2022,214,0.37850467,27,51.0,214,881,4.116822429906542,547,0.621,0.249,0.289,0.265,0.1969999999999999,0.7509999999999999,0.0,0.467,0.616,0.607,0.04672897196261682,10,4,0.26635514018691586,57,19,2,10,71,0.12345679012345678,10,3,0,0,0
621237,17780,José Alvarado,PHI,28,2023,172,0.37209302,21,41.1,173,742,4.289017341040463,482,0.65,0.239,0.255,0.32,0.187,0.7609999999999999,0.0,0.495,0.665,0.595,0.05202312138728324,9,4,0.32947976878612717,57,32,3,12,52,0.1875,13,4,0,0,0
676130,23313,José Buttó,NYM,25,2023,179,0.2122905,125,42.0,179,734,4.100558659217877,429,0.585,0.2239999999999999,0.2239999999999999,0.2769999999999999,0.275,0.7759999999999999,0.0,0.4539999999999999,0.7120000000000001,0.57,0.07262569832402235,13,12,0.22905027932960895,41,15,1,5,33,0.13157894736842105,3,1,0,0,0
542585,6399,José Cisnero,DET,32,2021,265,0.23396226,194,61.2,265,1068,4.030188679245283,663,0.621,0.278,0.17,0.299,0.253,0.722,0.0,0.449,0.764,0.525,0.07547169811320754,20,14,0.2943396226415094,78,49,3,17,45,0.27419354838709675,10,5,0,0,0
542585,6399,José Cisnero,DET,34,2023,267,0.26217228,161,59.1,268,986,3.6791044776119404,640,0.649,0.252,0.1889999999999999,0.298,0.261,0.748,0.0,0.486,0.747,0.59,0.048507462686567165,13,7,0.24253731343283583,65,42,2,19,51,0.2714285714285714,16,4,0,0,0
600917,14524,José Leclerc,TEX,28,2022,198,0.27272727,540,47.2,198,785,3.9646464646464645,474,0.604,0.203,0.3,0.245,0.253,0.797,0.0,0.482,0.624,0.652,0.06060606060606061,12,5,0.23737373737373738,47,19,1,5,49,0.09259259259259259,6,7,0,0,0
600917,14524,José Leclerc,TEX,29,2023,233,0.28755365,526,57.0,233,979,4.201716738197425,593,0.606,0.209,0.282,0.28,0.2289999999999999,0.7909999999999999,0.0,0.479,0.644,0.545,0.07296137339055794,17,10,0.2575107296137339,60,30,5,8,59,0.11940298507462686,6,5,0,0,0
650671,19200,José Quijada,LAA,26,2022,169,0.30769231,775,40.2,169,691,4.088757396449704,445,0.644,0.207,0.256,0.326,0.211,0.7929999999999999,0.0,0.511,0.677,0.615,0.07692307692307693,13,6,0.3254437869822485,55,34,1,5,47,0.09615384615384616,11,3,0,0,0
667755,22100,José Soriano,LAA,24,2023,185,0.3027027,878,42.0,187,694,3.7112299465240643,431,0.621,0.309,0.251,0.211,0.23,0.691,0.0,0.429,0.638,0.588,0.08021390374331551,15,9,0.2727272727272727,51,29,0,13,43,0.23214285714285715,15,4,0,0,0
660761,19911,José Suarez,LAA,23,2021,413,0.20581114,1005,98.1,413,1650,3.9951573849878934,1045,0.633,0.258,0.191,0.275,0.276,0.742,0.0,0.47,0.742,0.6,0.04116222760290557,17,6,0.2566585956416465,106,44,5,15,70,0.17647058823529413,11,10,0,0,0
660761,19911,José Suarez,LAA,24,2022,462,0.22294372,938,109.0,463,1783,3.85097192224622,1184,0.664,0.231,0.1889999999999999,0.308,0.272,0.769,0.0,0.511,0.754,0.644,0.03455723542116631,16,11,0.3045356371490281,141,82,7,15,88,0.14563106796116504,26,3,0,0,0
660761,19911,José Suarez,LAA,25,2023,165,0.16969697,912,33.2,165,618,3.7454545454545456,385,0.623,0.226,0.221,0.252,0.301,0.774,0.0,0.482,0.715,0.588,0.05454545454545454,9,6,0.22424242424242424,37,20,3,3,25,0.10714285714285714,5,2,0,0,0
664353,18413,José Urquidy,HOU,26,2021,423,0.21276596,1059,107.0,423,1625,3.84160756501182,1127,0.6940000000000001,0.238,0.191,0.295,0.2769999999999999,0.762,0.0,0.529,0.75,0.6409999999999999,0.03309692671394799,14,13,0.3664302600472813,155,107,8,10,80,0.1111111111111111,19,1,0,0,0
664353,18413,José Urquidy,HOU,27,2022,681,0.19676946,989,164.1,683,2640,3.8653001464128844,1788,0.677,0.2319999999999999,0.171,0.316,0.281,0.768,0.0,0.52,0.777,0.653,0.032210834553440704,22,18,0.3206442166910688,219,143,21,31,103,0.23134328358208955,28,4,0,0,0
664353,18413,José Urquidy,HOU,28,2023,275,0.16363636,961,63.0,277,1094,3.949458483754513,702,0.642,0.198,0.201,0.312,0.289,0.802,0.0,0.515,0.75,0.574,0.05054151624548736,14,7,0.35018050541516244,97,57,8,4,41,0.08888888888888889,5,7,0,0,0
501625,5358,José Álvarez,SFG,32,2021,266,0.15789474,27,64.2,266,970,3.6466165413533833,639,0.659,0.282,0.149,0.249,0.321,0.718,0.0,0.473,0.7929999999999999,0.6920000000000001,0.03383458646616541,9,5,0.2706766917293233,72,35,4,13,29,0.30952380952380953,10,3,0,0,0
663558,20422,Jovani Morán,MIN,25,2022,164,0.32926829,667,40.2,164,672,4.097560975609756,418,0.622,0.249,0.292,0.239,0.22,0.7509999999999999,0.0,0.467,0.611,0.561,0.054878048780487805,9,6,0.2804878048780488,46,27,2,9,45,0.16666666666666666,10,3,0,0,0
663558,20422,Jovani Morán,MIN,26,2023,184,0.26086957,668,42.1,185,750,4.054054054054054,448,0.597,0.295,0.261,0.201,0.243,0.705,0.0,0.421,0.63,0.557,0.06486486486486487,12,7,0.20540540540540542,38,22,3,11,37,0.22916666666666666,9,4,0,0,0
573668,10341,Juan Minaya,MIN,30,2021,167,0.25748503,694,40.0,167,659,3.946107784431138,406,0.616,0.209,0.207,0.3329999999999999,0.251,0.7909999999999999,0.0,0.487,0.738,0.545,0.04790419161676647,8,7,0.25149700598802394,42,23,1,9,34,0.20930232558139536,8,1,0,0,0
657240,16703,Julian Merryweather,CHC,31,2023,303,0.32343234,629,72.0,304,1229,4.042763157894737,790,0.643,0.265,0.258,0.265,0.213,0.735,0.0,0.473,0.649,0.655,0.049342105263157895,15,2,0.34539473684210525,105,57,5,18,80,0.1836734693877551,22,13,0,0,0
527054,6797,Julio Teheran,MIL,32,2023,288,0.17361111,929,71.2,291,1081,3.7147766323024056,715,0.662,0.273,0.15,0.2689999999999999,0.309,0.727,0.0,0.481,0.794,0.643,0.041237113402061855,12,11,0.27147766323024053,79,45,6,14,36,0.28,9,1,0,0,0
628711,14765,Julio Urías,LAD,24,2021,745,0.26174497,1058,185.2,745,2786,3.7395973154362414,1946,0.698,0.266,0.178,0.297,0.26,0.7340000000000001,0.0,0.513,0.757,0.7070000000000001,0.024161073825503355,18,10,0.3731543624161074,278,166,15,49,143,0.2552083333333333,40,5,0,0,0
628711,14765,Julio Urías,LAD,25,2022,689,0.24092888,988,175.0,691,2622,3.7945007235890014,1807,0.6890000000000001,0.248,0.18,0.308,0.264,0.752,0.0,0.518,0.7609999999999999,0.664,0.017366136034732273,12,10,0.32706222865412443,226,136,11,44,122,0.26506024096385544,31,2,0,0,0
628711,14765,Julio Urías,LAD,26,2023,482,0.24273859,959,117.1,485,1853,3.820618556701031,1268,0.6859999999999999,0.278,0.175,0.283,0.264,0.722,0.0,0.494,0.758,0.6409999999999999,0.026804123711340205,13,9,0.31752577319587627,154,95,13,36,80,0.3103448275862069,16,4,0,0,0
643290,19268,Justin Dunn,SEA,25,2021,218,0.22477064,275,50.1,218,870,3.9908256880733943,545,0.626,0.251,0.187,0.312,0.25,0.7490000000000001,0.0,0.469,0.75,0.555,0.06422018348623854,14,5,0.2889908256880734,63,41,3,6,43,0.12244897959183673,9,9,0,0,0
643290,19268,Justin Dunn,CIN,26,2022,138,0.15217391,273,31.0,140,540,3.857142857142857,321,0.594,0.305,0.156,0.237,0.302,0.695,0.0,0.413,0.7759999999999999,0.564,0.04285714285714286,6,4,0.1357142857142857,19,9,0,5,16,0.23809523809523808,1,2,0,0,0
664875,17639,Justin Lawrence,COL,27,2022,191,0.2513089,539,42.2,192,763,3.9739583333333335,481,0.63,0.31,0.17,0.27,0.249,0.69,0.0,0.435,0.753,0.609,0.057291666666666664,11,9,0.2760416666666667,53,28,1,10,38,0.20833333333333334,13,2,0,0,0
664875,17639,Justin Lawrence,COL,28,2023,326,0.2392638,524,75.0,326,1187,3.6411042944785277,745,0.629,0.3379999999999999,0.16,0.2269999999999999,0.275,0.662,0.0,0.415,0.759,0.613,0.06748466257668712,22,14,0.2607361963190184,85,57,6,28,50,0.358974358974359,19,4,0,0,0
657006,17312,Justin Steele,CHC,25,2021,248,0.23790323,985,57.0,248,964,3.8870967741935485,595,0.617,0.281,0.198,0.257,0.264,0.7190000000000001,0.0,0.444,0.7240000000000001,0.5770000000000001,0.06451612903225806,16,10,0.2540322580645161,63,33,4,15,44,0.2542372881355932,9,4,0,0,0
657006,17312,Justin Steele,CHC,26,2022,512,0.24609375,917,119.0,512,2032,3.96875,1284,0.632,0.252,0.18,0.309,0.259,0.748,0.0,0.473,0.76,0.598,0.052734375,27,20,0.259765625,133,78,9,27,99,0.21428571428571427,17,7,0,0,0
657006,17312,Justin Steele,CHC,27,2023,716,0.24581006,891,173.1,717,2681,3.739191073919107,1811,0.6759999999999999,0.217,0.188,0.321,0.2739999999999999,0.7829999999999999,0.0,0.529,0.76,0.654,0.02092050209205021,15,8,0.3138075313807531,225,118,9,29,146,0.1657142857142857,31,7,0,0,0
623437,15145,Justin Topa,SEA,32,2023,279,0.21863799,947,69.0,281,1046,3.7224199288256226,714,0.6829999999999999,0.318,0.133,0.273,0.276,0.682,0.0,0.466,0.805,0.644,0.046263345195729534,13,6,0.3238434163701068,91,57,7,30,31,0.4918032786885246,11,3,0,0,0
434378,8700,Justin Verlander,HOU,39,2022,666,0.27777778,1002,175.0,669,2607,3.896860986547085,1787,0.685,0.217,0.19,0.344,0.25,0.7829999999999999,0.0,0.537,0.758,0.617,0.026905829596412557,18,15,0.31390134529147984,210,124,11,51,134,0.2756756756756757,23,3,0,0,0
434378,8700,Justin Verlander,- - -,40,2023,669,0.21524664,977,324.2,1342,5206,3.8792846497764533,3412,0.6583333333333333,0.24299999999999997,0.169,0.309,0.27899999999999997,0.757,0.0,0.49866666666666665,0.7766666666666667,0.5763333333333334,0.044709388971684055,60,42,0.2637853949329359,354,206,22,68,220,0.2361111111111111,52,18,0,0,0
458677,4301,Justin Wilson,- - -,33,2021,149,0.19463087,1125,68.0,298,1208,4.053691275167785,770,0.638,0.2663333333333333,0.155,0.31066666666666665,0.26833333333333337,0.7336666666666667,0.0,0.4683333333333333,0.7883333333333334,0.5646666666666667,0.06040268456375839,18,10,0.28187919463087246,84,58,8,24,34,0.41379310344827586,8,8,0,0,0
656954,17285,Justus Sheffield,SEA,25,2021,385,0.16363636,945,80.1,387,1470,3.798449612403101,897,0.61,0.2739999999999999,0.144,0.276,0.305,0.726,0.0,0.4429999999999999,0.802,0.623,0.06201550387596899,24,10,0.19121447028423771,74,38,5,14,49,0.2222222222222222,8,13,0,0,0
666154,27488,Karl Kauffmann,COL,25,2023,158,0.10126582,460,35.0,158,583,3.689873417721519,343,0.589,0.236,0.131,0.2769999999999999,0.356,0.764,0.0,0.449,0.828,0.506,0.056962025316455694,9,4,0.1518987341772152,24,12,4,4,12,0.25,3,5,0,0,0
676775,23499,Keaton Winn,SFG,25,2023,172,0.20348837,1041,42.1,173,594,3.433526011560694,403,0.6779999999999999,0.223,0.236,0.233,0.308,0.777,0.0,0.527,0.696,0.636,0.017341040462427744,3,2,0.3236994219653179,56,37,3,6,29,0.17142857142857143,9,1,0,0,0
669211,19362,Keegan Akin,BAL,26,2021,427,0.19203747,10,95.0,427,1768,4.140515222482436,1158,0.655,0.248,0.163,0.327,0.262,0.752,0.0,0.493,0.7829999999999999,0.63,0.03981264637002342,17,11,0.3372365339578454,144,87,12,21,61,0.25609756097560976,13,5,0,0,0
669211,19362,Keegan Akin,BAL,27,2022,329,0.23404255,13,81.2,330,1235,3.742424242424242,864,0.7,0.243,0.1969999999999999,0.293,0.267,0.757,0.0,0.53,0.74,0.633,0.03939393939393939,13,9,0.4393939393939394,145,107,9,20,57,0.2597402597402597,20,4,0,0,0
624522,19795,Keegan Thompson,CHC,26,2021,243,0.22633745,1030,53.1,243,966,3.9753086419753085,602,0.623,0.251,0.179,0.312,0.257,0.7490000000000001,0.0,0.467,0.7609999999999999,0.584,0.06172839506172839,15,11,0.24691358024691357,60,34,2,6,49,0.10909090909090909,13,3,0,0,0
624522,19795,Keegan Thompson,CHC,27,2022,485,0.22268041,963,115.0,485,1878,3.8721649484536083,1184,0.63,0.268,0.179,0.2789999999999999,0.2739999999999999,0.732,0.0,0.462,0.755,0.573,0.03917525773195876,19,12,0.26804123711340205,130,74,3,28,80,0.25925925925925924,22,6,0,0,0
608665,15514,Kendall Graveman,- - -,30,2021,222,0.27477477,402,112.0,448,1742,3.888392857142857,1092,0.6253333333333333,0.2833333333333333,0.18666666666666662,0.2866666666666667,0.244,0.7166666666666667,0.0,0.44833333333333325,0.7396666666666666,0.5816666666666667,0.044642857142857144,20,14,0.2767857142857143,124,70,0,26,96,0.21311475409836064,24,4,0,0,0
608665,15514,Kendall Graveman,CHW,31,2022,285,0.23157895,387,65.0,285,1035,3.6315789473684212,661,0.639,0.283,0.195,0.2339999999999999,0.287,0.7170000000000001,0.0,0.4579999999999999,0.728,0.6,0.05964912280701754,17,8,0.23859649122807017,68,40,4,22,44,0.3333333333333333,16,7,0,0,0
608665,15514,Kendall Graveman,- - -,32,2023,282,0.23404255,344,132.2,568,2232,3.9295774647887325,1338,0.593,0.26599999999999996,0.21699999999999997,0.256,0.261,0.734,0.0,0.4343333333333333,0.7050000000000001,0.6226666666666666,0.06690140845070422,38,22,0.21830985915492956,124,62,2,18,112,0.13846153846153847,30,16,0,0,0
445276,3096,Kenley Jansen,LAD,33,2021,278,0.30935252,516,69.0,278,1071,3.852517985611511,713,0.6659999999999999,0.247,0.251,0.286,0.216,0.753,0.0,0.501,0.667,0.619,0.06115107913669065,17,10,0.29136690647482016,81,55,3,14,72,0.16279069767441862,24,3,0,0,0
445276,3096,Kenley Jansen,ATL,34,2022,260,0.32692308,474,64.0,261,1001,3.835249042145594,691,0.69,0.266,0.203,0.313,0.2189999999999999,0.7340000000000001,0.0,0.506,0.7240000000000001,0.6779999999999999,0.034482758620689655,9,4,0.3946360153256705,103,67,5,16,69,0.18823529411764706,19,3,0,0,0
445276,3096,Kenley Jansen,BOS,35,2023,188,0.27659574,443,44.2,188,721,3.8351063829787235,490,0.68,0.233,0.222,0.306,0.239,0.767,0.0,0.521,0.71,0.654,0.031914893617021274,6,2,0.3776595744680851,71,51,6,8,44,0.15384615384615385,13,3,0,0,0
670046,20009,Kenny Rosenberg,LAA,27,2023,146,0.19863014,809,33.0,147,543,3.693877551020408,331,0.61,0.2239999999999999,0.181,0.287,0.308,0.7759999999999999,0.0,0.473,0.767,0.551,0.05442176870748299,8,6,0.22448979591836735,33,19,5,6,23,0.20689655172413793,5,2,0,0,0
628317,18498,Kenta Maeda,MIN,33,2021,453,0.24944812,624,106.1,453,1774,3.9161147902869757,1141,0.643,0.2289999999999999,0.2269999999999999,0.28,0.264,0.7709999999999999,0.0,0.496,0.706,0.598,0.039735099337748346,18,14,0.24282560706401765,110,53,3,19,94,0.168141592920354,22,3,0,0,0
628317,18498,Kenta Maeda,MIN,35,2023,428,0.27336449,582,104.1,428,1701,3.9742990654205608,1094,0.644,0.246,0.213,0.285,0.256,0.754,0.0,0.485,0.718,0.614,0.018691588785046728,8,6,0.21261682242990654,91,45,4,19,98,0.1623931623931624,15,2,0,0,0
656464,19876,Kevin Ginkel,ARI,29,2023,254,0.27559055,325,65.1,254,1054,4.149606299212598,652,0.619,0.241,0.238,0.278,0.244,0.759,0.0,0.47,0.687,0.622,0.05905511811023622,15,9,0.2204724409448819,56,20,1,8,62,0.11428571428571428,11,5,0,0,0
687330,25679,Kevin Kelly,TBR,25,2023,276,0.20289855,473,67.0,276,1066,3.86231884057971,697,0.654,0.316,0.152,0.253,0.28,0.684,0.0,0.447,0.778,0.63,0.028985507246376812,8,4,0.2898550724637681,80,40,4,18,38,0.32142857142857145,8,3,0,0,0
641871,15264,Keynan Middleton,SEA,27,2021,140,0.17142857,680,31.0,140,530,3.7857142857142856,345,0.6509999999999999,0.177,0.249,0.299,0.275,0.823,0.0,0.536,0.6970000000000001,0.614,0.03571428571428571,5,2,0.30714285714285716,43,28,2,2,22,0.08333333333333333,2,2,0,0,0
641871,15264,Keynan Middleton,- - -,29,2023,212,0.30188679,630,100.4,424,1712,4.037735849056604,1124,0.6573333333333333,0.20933333333333334,0.286,0.2846666666666667,0.221,0.7906666666666666,0.0,0.5196666666666667,0.6383333333333333,0.6606666666666666,0.014150943396226415,6,4,0.32547169811320753,138,86,6,6,122,0.046875,12,2,0,0,0
669912,19179,Kirby Snead,OAK,27,2022,210,0.16666667,902,44.2,211,780,3.6966824644549763,491,0.629,0.303,0.141,0.248,0.308,0.6970000000000001,0.0,0.4379999999999999,0.7979999999999999,0.63,0.04739336492890995,10,6,0.27014218009478674,57,32,2,9,26,0.2571428571428571,8,1,0,0,0
489446,9073,Kirby Yates,ATL,36,2023,254,0.31496063,1057,60.1,255,1058,4.149019607843138,633,0.599,0.24,0.2339999999999999,0.318,0.209,0.76,0.0,0.455,0.6920000000000001,0.573,0.058823529411764705,15,8,0.24705882352941178,63,30,4,17,63,0.2125,11,6,0,0,0
668948,20555,Kirk McCarty,CLE,26,2022,159,0.16352201,605,37.2,160,574,3.5875,384,0.669,0.242,0.18,0.268,0.31,0.758,0.0,0.507,0.763,0.6629999999999999,0.0375,6,3,0.275,44,21,3,2,24,0.07692307692307693,6,2,0,0,0
685503,27505,Kohei Arihara,TEX,28,2021,178,0.13483146,49,40.2,178,696,3.9101123595505616,426,0.612,0.293,0.131,0.254,0.322,0.7070000000000001,0.0,0.432,0.8140000000000001,0.522,0.05056179775280899,9,7,0.2303370786516854,41,19,2,2,22,0.08333333333333333,2,2,0,0,0
663465,18694,Kolby Allard,TEX,23,2021,534,0.19475655,20,124.2,535,2055,3.8411214953271027,1344,0.654,0.26,0.147,0.3,0.294,0.74,0.0,0.484,0.802,0.604,0.03364485981308411,18,13,0.23925233644859814,128,67,8,22,82,0.21153846153846154,24,5,0,0,0
663455,21453,Konnor Pilkington,CLE,24,2022,258,0.19379845,755,58.0,258,1039,4.0271317829457365,622,0.599,0.209,0.22,0.291,0.28,0.7909999999999999,0.0,0.474,0.722,0.5429999999999999,0.07364341085271318,19,13,0.20930232558139536,54,25,6,6,44,0.12,8,6,0,0,0
663460,21455,Kris Bubic,KCR,23,2021,556,0.20503597,135,130.0,556,2202,3.960431654676259,1368,0.621,0.2789999999999999,0.1689999999999999,0.2769999999999999,0.275,0.721,0.0,0.4479999999999999,0.7659999999999999,0.5539999999999999,0.07014388489208633,39,27,0.2356115107913669,131,73,7,22,92,0.19298245614035087,19,12,0,0,0
663460,21455,Kris Bubic,KCR,24,2022,587,0.18739353,132,129.0,587,2262,3.8534923339011926,1424,0.63,0.254,0.159,0.3,0.288,0.746,0.0,0.47,0.787,0.589,0.06132879045996593,36,22,0.22998296422487224,135,84,4,19,91,0.17272727272727273,27,14,0,0,0
676710,20531,Kutter Crawford,BOS,26,2022,334,0.23053892,217,77.1,334,1296,3.8802395209580838,827,0.638,0.253,0.191,0.283,0.273,0.747,0.0,0.477,0.7440000000000001,0.614,0.03592814371257485,12,8,0.2275449101796407,76,45,6,18,59,0.23376623376623376,12,3,0,0,0
