MLBAMID,PlayerId,Name,Team,Age,Season,TBF,K%,Rk,IP,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1st%,30%,30c,30s,02%,02c,02s,02h,L/SO,S/SO,L/SO%,3pK,4pW,PAu,Pitu,Stru
656849,20302,David Peterson,NYM,26,2022,454,0.27753304,749,105.2,455,1888,4.14945054945055,1124,0.595,0.251,0.228,0.278,0.243,0.7490000000000001,0.0,0.446,0.696,0.521,0.04395604395604396,20,15,0.2087912087912088,95,50,3,27,99,0.21428571428571427,17,4,0,0,0
656849,20302,David Peterson,NYM,27,2023,492,0.2601626,738,111.0,495,1966,3.9717171717171715,1219,0.62,0.26,0.218,0.2689999999999999,0.253,0.74,0.0,0.4589999999999999,0.705,0.564,0.046464646464646465,23,17,0.22424242424242424,111,66,4,25,103,0.1953125,31,6,0,0,0
475479,6316,David Phelps,TOR,35,2022,272,0.23529412,751,63.2,273,1151,4.216117216117216,691,0.6,0.3329999999999999,0.13,0.287,0.25,0.667,0.0,0.401,0.805,0.593,0.06227106227106227,17,10,0.2783882783882784,76,39,1,34,29,0.5396825396825397,10,7,0,0,0
456034,3184,David Price,LAD,35,2021,326,0.17791411,816,73.2,327,1178,3.602446483180428,788,0.669,0.2689999999999999,0.155,0.2739999999999999,0.302,0.731,0.0,0.489,0.7879999999999999,0.679,0.045871559633027525,15,12,0.2966360856269113,97,52,5,16,41,0.2807017543859649,8,1,0,0,0
456034,3184,David Price,LAD,36,2022,167,0.22155689,770,40.1,167,596,3.568862275449102,403,0.6759999999999999,0.28,0.134,0.285,0.3,0.72,0.0,0.487,0.8140000000000001,0.665,0.029940119760479042,5,2,0.2874251497005988,48,24,4,15,22,0.40540540540540543,8,1,0,0,0
502085,8241,David Robertson,- - -,37,2022,264,0.30681818,806,126.4,528,2120,4.015151515151516,1344,0.6313333333333334,0.298,0.233,0.25366666666666665,0.21533333333333335,0.702,0.0,0.4426666666666667,0.6683333333333333,0.656,0.06818181818181818,36,18,0.3560606060606061,188,110,4,40,122,0.24691358024691357,40,16,0,0,0
502085,8241,David Robertson,- - -,38,2023,269,0.28996283,785,130.2,538,2136,3.970260223048327,1366,0.6389999999999999,0.298,0.21866666666666665,0.24766666666666667,0.236,0.702,0.0,0.4486666666666667,0.6886666666666666,0.635,0.02973977695167286,16,6,0.24907063197026022,134,72,12,42,114,0.2692307692307692,20,6,0,0,0
571882,13133,Derek Law,CIN,32,2023,240,0.1875,522,55.0,241,960,3.983402489626556,594,0.619,0.2289999999999999,0.209,0.283,0.2789999999999999,0.7709999999999999,0.0,0.477,0.7290000000000001,0.618,0.03319502074688797,8,6,0.27800829875518673,67,35,4,3,42,0.06666666666666667,4,2,0,0,0
656970,19487,Devin Smeltzer,MIN,26,2022,287,0.13937282,893,70.1,287,1129,3.9337979094076654,731,0.647,0.276,0.134,0.2789999999999999,0.311,0.7240000000000001,0.0,0.469,0.815,0.606,0.027874564459930314,8,5,0.27177700348432055,78,37,8,12,28,0.3,2,3,0,0,0
642207,15816,Devin Williams,MIL,26,2021,226,0.38495575,1115,54.0,227,993,4.3744493392070485,622,0.626,0.26,0.317,0.248,0.175,0.74,0.0,0.4629999999999999,0.5720000000000001,0.586,0.06167400881057269,14,8,0.29955947136563876,68,46,2,8,79,0.09195402298850575,20,6,0,0,0
642207,15816,Devin Williams,MIL,27,2022,240,0.4,1046,60.2,240,1068,4.45,668,0.625,0.249,0.307,0.278,0.166,0.7509999999999999,0.0,0.47,0.5920000000000001,0.579,0.05416666666666667,13,5,0.3333333333333333,80,44,2,14,82,0.14583333333333334,18,7,0,0,0
642207,15816,Devin Williams,MIL,28,2023,231,0.37662338,1029,58.2,231,948,4.103896103896104,589,0.621,0.244,0.316,0.244,0.195,0.7559999999999999,0.0,0.469,0.5820000000000001,0.5670000000000001,0.06060606060606061,14,8,0.23809523809523808,55,30,2,12,75,0.13793103448275862,14,5,0,0,0
596027,14672,Dillon Maples,CHC,29,2021,139,0.28776978,631,31.1,139,565,4.0647482014388485,310,0.5489999999999999,0.365,0.1939999999999999,0.2289999999999999,0.213,0.635,0.0,0.349,0.695,0.525,0.09352517985611511,13,10,0.17266187050359713,24,13,0,14,26,0.35,7,3,0,0,0
596071,18790,Dillon Peters,PIT,29,2022,165,0.15757576,748,39.1,165,634,3.8424242424242423,399,0.629,0.266,0.148,0.281,0.306,0.7340000000000001,0.0,0.462,0.799,0.5579999999999999,0.10303030303030303,17,12,0.18787878787878787,31,14,1,2,24,0.07692307692307693,3,5,0,0,0
622253,17796,Dillon Tate,BAL,27,2021,287,0.17073171,1021,67.2,289,1042,3.605536332179931,673,0.6459999999999999,0.29,0.159,0.242,0.309,0.71,0.0,0.4589999999999999,0.7759999999999999,0.616,0.03806228373702422,11,4,0.25259515570934254,73,43,6,12,37,0.24489795918367346,8,7,0,0,0
622253,17796,Dillon Tate,BAL,28,2022,292,0.20547945,957,73.2,295,1078,3.6542372881355933,730,0.677,0.281,0.1669999999999999,0.266,0.286,0.7190000000000001,0.0,0.487,0.768,0.6409999999999999,0.03728813559322034,11,9,0.288135593220339,85,49,3,13,47,0.21666666666666667,17,0,0,0,0
593619,12178,Domingo Tapia,- - -,29,2021,135,0.19259259,1017,66.4,270,1040,3.8518518518518516,622,0.6253333333333333,0.25199999999999995,0.16633333333333333,0.257,0.3243333333333333,0.7479999999999999,0.0,0.47000000000000003,0.7793333333333333,0.594,0.05185185185185185,14,8,0.11851851851851852,32,16,2,16,36,0.3076923076923077,12,4,0,0,0
608678,13763,Dominic Leone,SFG,29,2021,219,0.2283105,593,53.2,219,851,3.8858447488584473,529,0.622,0.238,0.231,0.255,0.276,0.762,0.0,0.474,0.6970000000000001,0.594,0.0273972602739726,6,4,0.2557077625570776,56,25,3,6,44,0.12,8,1,0,0,0
608678,13763,Dominic Leone,SFG,30,2022,222,0.23423423,547,49.1,224,826,3.6875,541,0.655,0.153,0.303,0.2739999999999999,0.27,0.847,0.0,0.5539999999999999,0.642,0.603,0.05357142857142857,12,4,0.32589285714285715,73,44,3,8,44,0.15384615384615385,10,3,0,0,0
608678,13763,Dominic Leone,- - -,31,2023,235,0.22978723,531,130.4,578,2195,3.7975778546712804,1364,0.6176,0.19599999999999995,0.27359999999999995,0.2604,0.27,0.8039999999999999,0.0,0.497,0.6592,0.6584,0.03633217993079585,21,5,0.23875432525951557,138,79,10,25,104,0.1937984496124031,27,9,0,0,0
656876,25385,Drew Rasmussen,- - -,25,2021,307,0.23778502,838,152.0,614,2404,3.9153094462540716,1564,0.6386666666666666,0.28600000000000003,0.19066666666666665,0.2713333333333333,0.25166666666666665,0.714,0.0,0.4566666666666666,0.7316666666666666,0.6670000000000001,0.026058631921824105,16,12,0.3550488599348534,218,126,2,38,108,0.2602739726027397,28,2,0,0,0
656876,25385,Drew Rasmussen,TBR,26,2022,584,0.2140411,789,146.0,586,2239,3.8208191126279862,1494,0.667,0.207,0.201,0.307,0.284,0.7929999999999999,0.0,0.529,0.747,0.625,0.01877133105802048,11,9,0.29180887372013653,171,102,12,21,104,0.168,20,2,0,0,0
656876,25385,Drew Rasmussen,TBR,27,2023,177,0.26553672,774,44.2,178,674,3.7865168539325844,465,0.69,0.273,0.172,0.301,0.254,0.727,0.0,0.501,0.763,0.73,0.016853932584269662,3,2,0.37640449438202245,67,35,1,11,36,0.23404255319148937,9,1,0,0,0
608716,18806,Drew Steckenrider,SEA,30,2021,267,0.21722846,984,67.2,267,1008,3.7752808988764044,679,0.674,0.261,0.152,0.311,0.2769999999999999,0.7390000000000001,0.0,0.498,0.795,0.637,0.052434456928838954,14,7,0.3408239700374532,91,54,5,14,44,0.2413793103448276,18,5,0,0,0
572403,13424,Drew VerHagen,STL,32,2023,268,0.2238806,976,61.0,268,1044,3.8955223880597014,652,0.626,0.259,0.2269999999999999,0.248,0.265,0.741,0.0,0.4629999999999999,0.6940000000000001,0.608,0.055970149253731345,15,9,0.25,67,28,0,11,49,0.18333333333333332,13,4,0,0,0
621249,14677,Duane Underwood Jr.,PIT,26,2021,320,0.203125,1056,72.2,321,1177,3.6666666666666665,744,0.632,0.282,0.171,0.246,0.301,0.718,0.0,0.4539999999999999,0.762,0.617,0.037383177570093455,12,8,0.2834890965732087,91,48,5,15,49,0.234375,16,3,0,0,0
621249,14677,Duane Underwood Jr.,PIT,27,2022,259,0.22007722,984,57.1,259,1001,3.864864864864865,634,0.633,0.222,0.213,0.293,0.271,0.778,0.0,0.493,0.726,0.5710000000000001,0.04247104247104247,11,5,0.23938223938223938,62,37,4,15,42,0.2631578947368421,8,5,0,0,0
669160,19716,Dustin May,LAD,24,2022,127,0.22834646,599,30.0,127,474,3.732283464566929,297,0.627,0.253,0.222,0.259,0.266,0.747,0.0,0.4679999999999999,0.703,0.591,0.023622047244094488,3,1,0.2204724409448819,28,19,2,3,26,0.10344827586206896,6,2,0,0,0
669160,19716,Dustin May,LAD,25,2023,187,0.18181818,604,48.0,187,736,3.935828877005348,473,0.643,0.264,0.1159999999999999,0.3339999999999999,0.285,0.736,0.0,0.473,0.8420000000000001,0.599,0.0481283422459893,9,6,0.2727272727272727,51,31,2,13,21,0.38235294117647056,4,3,0,0,0
605164,12917,Dylan Bundy,LAA,28,2021,397,0.2115869,141,90.2,397,1524,3.8387909319899243,992,0.6509999999999999,0.314,0.16,0.251,0.275,0.6859999999999999,0.0,0.447,0.767,0.574,0.04785894206549118,19,14,0.2795969773299748,111,76,13,30,54,0.35714285714285715,15,5,0,0,0
605164,12917,Dylan Bundy,MIN,29,2022,595,0.15798319,136,140.0,597,2180,3.6515912897822447,1507,0.691,0.246,0.161,0.282,0.312,0.754,0.0,0.522,0.787,0.677,0.03350083752093802,20,12,0.31993299832495814,191,127,15,19,75,0.20212765957446807,27,8,0,0,0
656302,18525,Dylan Cease,CHW,25,2021,708,0.31920904,174,165.2,710,2957,4.164788732394366,1841,0.623,0.249,0.26,0.272,0.22,0.7509999999999999,0.0,0.4679999999999999,0.654,0.5820000000000001,0.04366197183098591,31,19,0.2887323943661972,205,94,11,54,172,0.23893805309734514,34,12,0,0,0
656302,18525,Dylan Cease,CHW,26,2022,747,0.3038822,172,184.0,750,3120,4.16,1941,0.622,0.239,0.253,0.281,0.226,0.7609999999999999,0.0,0.473,0.667,0.58,0.04133333333333333,31,23,0.2786666666666667,209,107,10,47,180,0.20704845814977973,31,7,0,0,0
656302,18525,Dylan Cease,CHW,27,2023,784,0.27295918,146,177.0,787,3262,4.144853875476493,2017,0.618,0.251,0.233,0.278,0.239,0.7490000000000001,0.0,0.4629999999999999,0.69,0.609,0.04066073697585769,32,19,0.29733163913595934,234,97,12,44,170,0.205607476635514,29,11,0,0,0
669395,22276,Dylan Coleman,KCR,25,2022,289,0.24567474,206,68.0,289,1205,4.16955017301038,720,0.598,0.257,0.2319999999999999,0.268,0.243,0.743,0.0,0.444,0.688,0.5429999999999999,0.058823529411764705,17,12,0.21107266435986158,61,31,6,14,57,0.19718309859154928,7,4,0,0,0
592229,14825,Dylan Covey,- - -,31,2023,191,0.15706806,184,86.0,382,1470,3.8481675392670156,916,0.6073333333333334,0.22266666666666665,0.11733333333333333,0.3259999999999999,0.334,0.7773333333333333,0.0,0.4713333333333333,0.8486666666666666,0.6083333333333333,0.05235602094240838,20,14,0.27225130890052357,104,46,0,16,44,0.26666666666666666,10,4,0,0,0
689266,29928,Dylan Dodd,ATL,25,2023,164,0.09146341,233,34.1,164,568,3.4634146341463414,397,0.6990000000000001,0.2289999999999999,0.144,0.285,0.3429999999999999,0.7709999999999999,0.0,0.539,0.8140000000000001,0.6709999999999999,0.042682926829268296,7,4,0.3475609756097561,57,44,7,4,11,0.26666666666666666,6,2,0,0,0
650828,17355,Edgar Santana,ATL,29,2021,175,0.18857143,918,42.2,175,610,3.4857142857142858,406,0.6659999999999999,0.241,0.2019999999999999,0.236,0.32,0.759,0.0,0.505,0.7340000000000001,0.617,0.05142857142857143,9,7,0.2857142857142857,50,36,4,4,29,0.12121212121212122,9,1,0,0,0
593958,13164,Eduardo Rodríguez,BOS,28,2021,675,0.27407407,869,157.2,675,2721,4.0311111111111115,1773,0.652,0.253,0.1969999999999999,0.302,0.249,0.747,0.0,0.487,0.737,0.636,0.03259259259259259,22,19,0.26666666666666666,180,88,12,62,123,0.33513513513513515,16,3,0,0,0
593958,13164,Eduardo Rodríguez,DET,29,2022,391,0.18414322,812,91.0,391,1469,3.7570332480818416,932,0.634,0.259,0.134,0.304,0.304,0.741,0.0,0.47,0.8190000000000001,0.639,0.03324808184143223,13,9,0.23785166240409208,93,45,8,34,38,0.4722222222222222,11,4,0,0,0
593958,13164,Eduardo Rodríguez,DET,30,2023,621,0.23027375,795,152.2,622,2445,3.9308681672025725,1599,0.654,0.268,0.174,0.291,0.267,0.732,0.0,0.479,0.762,0.638,0.024115755627009645,15,14,0.2508038585209003,156,82,6,55,88,0.38461538461538464,18,1,0,0,0
621242,14710,Edwin Díaz,NYM,27,2021,257,0.3463035,254,62.2,259,999,3.857142857142857,647,0.648,0.226,0.272,0.292,0.21,0.774,0.0,0.502,0.649,0.595,0.04247104247104247,11,3,0.305019305019305,79,44,5,14,75,0.15730337078651685,15,6,0,0,0
621242,14710,Edwin Díaz,NYM,28,2022,235,0.50212766,254,62.0,235,928,3.948936170212766,643,0.693,0.252,0.375,0.222,0.151,0.748,0.0,0.518,0.499,0.711,0.0425531914893617,10,5,0.4978723404255319,117,77,4,20,98,0.1694915254237288,31,4,0,0,0
622694,16933,Elieser Hernández,MIA,26,2021,225,0.23555556,472,51.2,225,818,3.6355555555555554,572,0.6990000000000001,0.255,0.18,0.294,0.271,0.745,0.0,0.521,0.758,0.662,0.022222222222222223,5,2,0.3466666666666667,78,50,3,13,39,0.25,14,1,0,0,0
622694,16933,Elieser Hernández,MIA,27,2022,278,0.21582734,440,62.1,280,1095,3.9107142857142856,719,0.657,0.245,0.188,0.3,0.267,0.755,0.0,0.496,0.7509999999999999,0.693,0.039285714285714285,11,8,0.2892857142857143,81,40,3,16,44,0.26666666666666666,10,2,0,0,0
665625,21652,Elvis Peguero,MIL,26,2023,252,0.21428571,726,61.1,252,913,3.623015873015873,572,0.627,0.257,0.233,0.217,0.294,0.743,0.0,0.465,0.687,0.552,0.05555555555555555,14,9,0.19444444444444445,49,29,8,7,47,0.12962962962962962,10,4,0,0,0
641941,14771,Emilio Pagán,SDP,30,2021,263,0.26235741,762,63.1,263,1098,4.17490494296578,718,0.654,0.198,0.238,0.322,0.242,0.802,0.0,0.525,0.703,0.597,0.026615969581749048,7,4,0.2737642585551331,72,36,3,15,53,0.22058823529411764,6,3,0,0,0
641941,14771,Emilio Pagán,MIN,31,2022,274,0.30656934,726,63.0,275,1125,4.090909090909091,740,0.6579999999999999,0.214,0.241,0.326,0.22,0.7859999999999999,0.0,0.517,0.6940000000000001,0.636,0.03636363636363636,10,7,0.33454545454545453,92,47,5,23,61,0.27380952380952384,17,1,0,0,0
641941,14771,Emilio Pagán,MIN,32,2023,273,0.23809524,714,69.1,273,1062,3.89010989010989,710,0.669,0.185,0.1989999999999999,0.355,0.262,0.815,0.0,0.545,0.7559999999999999,0.626,0.04395604395604396,12,8,0.2600732600732601,71,35,5,14,51,0.2153846153846154,9,2,0,0,0
661403,21032,Emmanuel Clase,CLE,23,2021,279,0.26523297,197,69.2,279,1057,3.7885304659498207,722,0.6829999999999999,0.195,0.267,0.276,0.262,0.805,0.0,0.55,0.6679999999999999,0.631,0.03942652329749104,11,7,0.32974910394265233,92,62,1,5,69,0.06756756756756757,20,1,0,0,0
661403,21032,Emmanuel Clase,CLE,24,2022,271,0.28413284,191,72.2,271,921,3.3985239852398523,691,0.75,0.184,0.246,0.305,0.265,0.816,0.0,0.612,0.6990000000000001,0.6459999999999999,0.02214022140221402,6,2,0.4132841328413284,112,86,7,13,64,0.16883116883116883,22,2,0,0,0
661403,21032,Emmanuel Clase,CLE,25,2023,302,0.21192053,166,72.2,302,1122,3.7152317880794703,765,0.6829999999999999,0.218,0.214,0.278,0.289,0.782,0.0,0.5329999999999999,0.726,0.563,0.039735099337748346,12,3,0.31788079470198677,96,65,9,15,48,0.23809523809523808,14,7,0,0,0
686218,29839,Emmet Sheehan,LAD,23,2023,248,0.25806452,855,60.1,249,1031,4.140562248995984,656,0.636,0.191,0.239,0.331,0.239,0.809,0.0,0.515,0.7040000000000001,0.542,0.040160642570281124,10,8,0.26104417670682734,65,38,4,10,54,0.15625,8,2,0,0,0
660853,18403,Enyel De Los Santos,- - -,25,2021,173,0.27745665,243,70.2,346,1394,4.028901734104046,928,0.6636666666666666,0.19399999999999998,0.2483333333333333,0.3233333333333333,0.23466666666666666,0.806,0.0,0.5346666666666667,0.6923333333333334,0.6586666666666666,0.05202312138728324,18,10,0.4046242774566474,140,96,8,20,76,0.20833333333333334,20,0,0,0,0
660853,18403,Enyel De Los Santos,CLE,26,2022,215,0.28372093,243,53.1,215,846,3.9348837209302325,569,0.6729999999999999,0.221,0.2339999999999999,0.308,0.237,0.779,0.0,0.524,0.7,0.6559999999999999,0.046511627906976744,10,4,0.2930232558139535,63,41,2,11,50,0.18032786885245902,16,5,0,0,0
660853,18403,Enyel De Los Santos,CLE,27,2023,262,0.23664122,217,65.2,262,1051,4.011450381679389,675,0.642,0.228,0.212,0.307,0.253,0.772,0.0,0.496,0.726,0.599,0.03816793893129771,10,4,0.30916030534351147,81,45,7,13,49,0.20967741935483872,11,5,0,0,0
541640,10314,Erasmo Ramírez,WSN,32,2022,347,0.17579251,782,86.1,348,1222,3.5114942528735633,825,0.675,0.235,0.1639999999999999,0.2789999999999999,0.322,0.765,0.0,0.516,0.7859999999999999,0.649,0.028735632183908046,10,7,0.23850574712643677,83,43,4,13,48,0.21311475409836064,5,2,0,0,0
541640,10314,Erasmo Ramírez,- - -,33,2023,274,0.15693431,766,120.2,550,1928,3.5054545454545454,1274,0.6599999999999999,0.22699999999999995,0.15166666666666664,0.2813333333333333,0.3403333333333333,0.773,0.0,0.5103333333333334,0.806,0.6393333333333333,0.025454545454545455,14,12,0.21818181818181817,120,62,16,16,70,0.18604651162790697,8,2,0,0,0
641778,19316,Eric Lauer,MIL,26,2021,489,0.2392638,585,118.2,489,1956,4.0,1256,0.642,0.244,0.183,0.311,0.262,0.7559999999999999,0.0,0.486,0.758,0.613,0.05521472392638037,27,16,0.2392638036809816,117,62,9,29,87,0.25,14,10,0,0,0
641778,19316,Eric Lauer,MIL,27,2022,661,0.23751891,534,158.2,662,2676,4.042296072507553,1718,0.642,0.2739999999999999,0.176,0.293,0.258,0.726,0.0,0.466,0.758,0.619,0.03927492447129909,26,15,0.26132930513595165,173,101,6,39,118,0.2484076433121019,15,11,0,0,0
641778,19316,Eric Lauer,MIL,28,2023,211,0.20379147,521,46.2,211,844,4.0,523,0.62,0.243,0.166,0.315,0.275,0.757,0.0,0.469,0.78,0.569,0.06635071090047394,14,8,0.25118483412322273,53,24,1,12,31,0.27906976744186046,6,6,0,0,0
607200,17425,Erick Fedde,WSN,28,2021,590,0.21694915,305,133.1,591,2410,4.077834179357022,1469,0.61,0.264,0.163,0.294,0.2789999999999999,0.736,0.0,0.449,0.779,0.624,0.05414551607445008,32,22,0.1793570219966159,106,40,4,35,93,0.2734375,10,4,0,0,0
607200,17425,Erick Fedde,WSN,29,2022,573,0.16404887,305,127.0,574,2420,4.2160278745644595,1458,0.602,0.286,0.132,0.294,0.289,0.7140000000000001,0.0,0.43,0.816,0.613,0.036585365853658534,21,18,0.19686411149825783,113,36,6,20,74,0.2127659574468085,6,3,0,0,0
429722,3200,Ervin Santana,KCR,38,2021,277,0.18772563,919,65.1,277,1067,3.851985559566787,674,0.632,0.243,0.187,0.272,0.298,0.757,0.0,0.478,0.753,0.599,0.04693140794223827,13,10,0.22021660649819494,61,23,0,6,46,0.11538461538461539,8,2,0,0,0
691587,27768,Eury Pérez,MIA,20,2023,374,0.28877005,734,91.1,374,1534,4.101604278074866,975,0.636,0.215,0.265,0.281,0.239,0.785,0.0,0.499,0.6629999999999999,0.588,0.03208556149732621,12,9,0.27540106951871657,103,58,5,16,92,0.14814814814814814,19,3,0,0,0
623465,17734,Evan Phillips,LAD,27,2022,233,0.3304721,754,63.0,234,923,3.9444444444444446,611,0.662,0.309,0.209,0.255,0.226,0.691,0.0,0.457,0.6970000000000001,0.6709999999999999,0.04700854700854701,11,8,0.3162393162393162,74,46,4,21,55,0.27631578947368424,15,2,0,0,0
623465,17734,Evan Phillips,LAD,28,2023,234,0.28205128,743,61.1,235,916,3.8978723404255318,616,0.6729999999999999,0.292,0.209,0.252,0.247,0.708,0.0,0.476,0.7040000000000001,0.596,0.03829787234042553,9,5,0.2680851063829787,63,39,3,13,53,0.19696969696969696,12,2,0,0,0
664285,17295,Framber Valdez,HOU,27,2021,572,0.21853147,1062,134.2,572,2090,3.6538461538461537,1274,0.61,0.305,0.183,0.216,0.297,0.695,0.0,0.424,0.737,0.542,0.055944055944055944,32,19,0.22552447552447552,129,78,8,26,97,0.21138211382113822,30,12,0,0,0
664285,17295,Framber Valdez,HOU,28,2022,827,0.23458283,991,201.1,827,3018,3.649334945586457,1947,0.645,0.272,0.188,0.255,0.285,0.728,0.0,0.47,0.742,0.593,0.04232164449818621,35,12,0.2660217654171705,220,136,11,36,158,0.18556701030927836,43,23,0,0,0
664285,17295,Framber Valdez,HOU,29,2023,808,0.24752475,962,198.0,808,2953,3.6547029702970297,1881,0.638,0.259,0.198,0.255,0.288,0.741,0.0,0.472,0.732,0.5870000000000001,0.04702970297029703,38,29,0.2561881188118812,207,122,10,32,168,0.16,43,9,0,0,0
593423,14309,Frankie Montas,OAK,28,2021,778,0.26606684,701,187.0,780,3028,3.882051282051282,1999,0.66,0.235,0.226,0.285,0.254,0.765,0.0,0.505,0.7040000000000001,0.65,0.021794871794871794,17,10,0.3141025641025641,245,142,13,32,174,0.1553398058252427,41,6,0,0,0
593423,14309,Frankie Montas,- - -,29,2022,608,0.23355263,656,287.5,1220,4654,3.814754098360656,2994,0.64,0.20399999999999993,0.218,0.2943333333333333,0.28333333333333327,0.7959999999999999,0.0,0.5093333333333333,0.726,0.6033333333333334,0.040983606557377046,50,26,0.21639344262295082,264,130,12,42,242,0.14788732394366197,36,18,0,0,0
642585,20666,Félix Bautista,BAL,27,2022,253,0.34782609,80,65.2,254,995,3.9173228346456694,651,0.654,0.2319999999999999,0.258,0.293,0.217,0.768,0.0,0.503,0.664,0.602,0.031496062992125984,8,4,0.3031496062992126,77,45,4,16,72,0.18181818181818182,21,3,0,0,0
642585,20666,Félix Bautista,BAL,28,2023,237,0.46413502,54,61.0,239,984,4.117154811715481,644,0.654,0.216,0.346,0.284,0.154,0.784,0.0,0.513,0.5579999999999999,0.5770000000000001,0.04184100418410042,10,7,0.3054393305439331,73,48,4,14,96,0.12727272727272726,22,3,0,0,0
668970,25427,Gavin Hollowell,COL,25,2023,154,0.20779221,415,33.2,154,611,3.9675324675324677,378,0.62,0.254,0.19,0.296,0.259,0.746,0.0,0.462,0.745,0.494,0.06493506493506493,10,8,0.3051948051948052,47,29,6,5,27,0.15625,3,1,0,0,0
668909,30122,Gavin Williams,CLE,23,2023,345,0.23478261,1030,82.0,347,1386,3.994236311239193,876,0.632,0.248,0.209,0.289,0.255,0.752,0.0,0.475,0.722,0.628,0.05475504322766571,19,10,0.2881844380403458,100,46,3,15,66,0.18518518518518517,17,8,0,0,0
669923,25436,George Kirby,SEA,24,2022,542,0.24538745,510,130.0,543,2092,3.852670349907919,1440,0.688,0.235,0.162,0.3379999999999999,0.265,0.765,0.0,0.526,0.7879999999999999,0.6759999999999999,0.02578268876611418,14,10,0.35359116022099446,192,124,15,40,93,0.3007518796992481,21,4,0,0,0
669923,25436,George Kirby,SEA,25,2023,757,0.22721268,492,190.2,758,2825,3.7269129287598943,2002,0.7090000000000001,0.231,0.176,0.313,0.28,0.769,0.0,0.545,0.7709999999999999,0.6940000000000001,0.014511873350923483,11,10,0.3403693931398417,258,151,14,36,136,0.20930232558139536,36,0,0,0,0
666277,21863,George Soriano,MIA,24,2023,228,0.22807018,877,52.0,228,884,3.8771929824561404,545,0.617,0.2789999999999999,0.207,0.242,0.272,0.721,0.0,0.445,0.7120000000000001,0.518,0.08333333333333333,19,11,0.21052631578947367,48,32,4,13,39,0.25,10,7,0,0,0
543037,13125,Gerrit Cole,NYY,30,2021,726,0.33471074,205,181.1,726,2969,4.089531680440771,1975,0.665,0.265,0.2339999999999999,0.278,0.223,0.735,0.0,0.489,0.6809999999999999,0.6679999999999999,0.023415977961432508,17,16,0.3319559228650138,241,136,10,63,180,0.25925925925925924,42,1,0,0,0
543037,13125,Gerrit Cole,NYY,31,2022,793,0.32408575,205,200.2,796,3274,4.113065326633166,2152,0.657,0.267,0.25,0.258,0.225,0.733,0.0,0.482,0.659,0.613,0.0364321608040201,29,22,0.29773869346733667,237,139,15,77,180,0.29961089494163423,36,7,0,0,0
543037,13125,Gerrit Cole,NYY,32,2023,821,0.27040195,173,209.0,822,3282,3.9927007299270074,2168,0.6609999999999999,0.242,0.198,0.309,0.251,0.758,0.0,0.501,0.738,0.6759999999999999,0.0267639902676399,22,13,0.28102189781021897,231,113,11,61,160,0.27601809954751133,32,9,0,0,0
606149,14986,Giovanny Gallegos,STL,29,2021,310,0.30645161,347,80.1,311,1236,3.9742765273311895,816,0.66,0.221,0.27,0.278,0.2319999999999999,0.779,0.0,0.515,0.654,0.614,0.03858520900321544,12,5,0.26688102893890675,83,40,3,16,79,0.16842105263157894,12,5,0,0,0
606149,14986,Giovanny Gallegos,STL,30,2022,235,0.3106383,338,59.0,235,988,4.2042553191489365,661,0.669,0.218,0.272,0.292,0.218,0.782,0.0,0.523,0.652,0.672,0.03404255319148936,8,4,0.4085106382978723,96,50,4,13,60,0.1780821917808219,11,3,0,0,0
606149,14986,Giovanny Gallegos,STL,31,2023,229,0.25764192,298,55.0,229,884,3.8602620087336246,582,0.6579999999999999,0.213,0.285,0.23,0.271,0.787,0.0,0.518,0.638,0.659,0.017467248908296942,4,2,0.29694323144104806,68,23,5,12,47,0.2033898305084746,8,2,0,0,0
681982,20546,Grant Anderson,TEX,26,2023,154,0.19480519,26,35.2,155,600,3.870967741935484,382,0.637,0.304,0.149,0.262,0.285,0.696,0.0,0.4429999999999999,0.7859999999999999,0.613,0.03870967741935484,6,4,0.2645161290322581,41,21,3,8,22,0.26666666666666666,5,1,0,0,0
680570,24492,Grayson Rodriguez,BAL,23,2023,515,0.25048544,797,122.0,516,2104,4.077519379844961,1386,0.659,0.235,0.201,0.317,0.247,0.765,0.0,0.504,0.738,0.616,0.023255813953488372,12,10,0.3430232558139535,177,103,10,24,105,0.18604651162790697,25,2,0,0,0
518813,7196,Greg Holland,KCR,35,2021,243,0.218107,488,55.2,244,997,4.086065573770492,620,0.622,0.242,0.218,0.2769999999999999,0.263,0.758,0.0,0.471,0.713,0.545,0.06967213114754098,17,6,0.2540983606557377,62,33,6,9,44,0.16981132075471697,6,9,0,0,0
666619,21894,Gregory Santos,CHW,23,2023,289,0.2283737,829,66.1,291,1053,3.618556701030928,709,0.675,0.268,0.22,0.228,0.283,0.732,0.0,0.493,0.6990000000000001,0.622,0.027491408934707903,8,4,0.27147766323024053,79,49,3,14,52,0.21212121212121213,15,3,0,0,0
642397,19677,Gregory Soto,DET,26,2021,276,0.27536232,976,63.2,277,1131,4.0830324909747295,709,0.627,0.2789999999999999,0.226,0.271,0.2239999999999999,0.721,0.0,0.452,0.687,0.585,0.061371841155234655,17,6,0.2563176895306859,71,44,2,15,61,0.19736842105263158,10,9,0,0,0
